Fusaricidin,XLogP3-AA,2.3,Computed by XLogP3 3.0 (PubChem release 2019.06.18)
Fusaricidin,Hydrogen Bond Donor Count,11,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Fusaricidin,Hydrogen Bond Acceptor Count,12,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Fusaricidin,Rotatable Bond Count,21,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Fusaricidin,Exact Mass,882.553853 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Fusaricidin,Monoisotopic Mass,882.553853 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Fusaricidin,Topological Polar Surface Area,349 Å²,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Fusaricidin,Heavy Atom Count,62,Computed by PubChem
Fusaricidin,Formal Charge,0,Computed by PubChem
Fusaricidin,Complexity,1520,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Fusaricidin,Isotope Atom Count,0,Computed by PubChem
Fusaricidin,Defined Atom Stereocenter Count,8,Computed by PubChem
Fusaricidin,Undefined Atom Stereocenter Count,1,Computed by PubChem
Fusaricidin,Defined Bond Stereocenter Count,0,Computed by PubChem
Fusaricidin,Undefined Bond Stereocenter Count,0,Computed by PubChem
Fusaricidin,Covalently-Bonded Unit Count,1,Computed by PubChem
Fusaricidin,Compound Is Canonicalized,Yes,Computed by PubChem (release 2019.01.04)
Palmitoyl hexapeptide-12,Molecular Weight,737 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Palmitoyl hexapeptide-12,XLogP3,6.1,Computed by XLogP3 3.0 (PubChem release 2019.06.18)
Palmitoyl hexapeptide-12,Hydrogen Bond Donor Count,6,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Palmitoyl hexapeptide-12,Hydrogen Bond Acceptor Count,8,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Palmitoyl hexapeptide-12,Rotatable Bond Count,27,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Palmitoyl hexapeptide-12,Exact Mass,736.509863 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Palmitoyl hexapeptide-12,Monoisotopic Mass,736.509863 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Palmitoyl hexapeptide-12,Topological Polar Surface Area,203 Å²,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Palmitoyl hexapeptide-12,Heavy Atom Count,52,Computed by PubChem
Palmitoyl hexapeptide-12,Formal Charge,0,Computed by PubChem
Palmitoyl hexapeptide-12,Complexity,1150,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Palmitoyl hexapeptide-12,Isotope Atom Count,0,Computed by PubChem
Palmitoyl hexapeptide-12,Defined Atom Stereocenter Count,4,Computed by PubChem
Palmitoyl hexapeptide-12,Undefined Atom Stereocenter Count,0,Computed by PubChem
Palmitoyl hexapeptide-12,Defined Bond Stereocenter Count,0,Computed by PubChem
Palmitoyl hexapeptide-12,Undefined Bond Stereocenter Count,0,Computed by PubChem
Palmitoyl hexapeptide-12,Covalently-Bonded Unit Count,1,Computed by PubChem
Palmitoyl hexapeptide-12,Compound Is Canonicalized,Yes,Computed by PubChem (release 2019.01.04)
Tecemotide,Molecular Weight,2764.1 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Tecemotide,XLogP3-AA,-7.9,Computed by XLogP3 3.0 (PubChem release 2019.06.18)
Tecemotide,Hydrogen Bond Donor Count,34,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Tecemotide,Hydrogen Bond Acceptor Count,41,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Tecemotide,Rotatable Bond Count,82,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Tecemotide,Exact Mass,2763.500034 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Tecemotide,Monoisotopic Mass,2762.496679 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Tecemotide,Topological Polar Surface Area,1060 Å²,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Tecemotide,Heavy Atom Count,195,Computed by PubChem
Tecemotide,Formal Charge,0,Computed by PubChem
Tecemotide,Complexity,6370,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Tecemotide,Isotope Atom Count,0,Computed by PubChem
Tecemotide,Defined Atom Stereocenter Count,28,Computed by PubChem
Tecemotide,Undefined Atom Stereocenter Count,0,Computed by PubChem
Tecemotide,Defined Bond Stereocenter Count,0,Computed by PubChem
Tecemotide,Undefined Bond Stereocenter Count,0,Computed by PubChem
Tecemotide,Covalently-Bonded Unit Count,1,Computed by PubChem
Tecemotide,Compound Is Canonicalized,Yes,Computed by PubChem (release 2019.01.04)
Daptomycin,Molecular Weight,1620.7 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Daptomycin,XLogP3-AA,-5.1,Computed by XLogP3 3.0 (PubChem release 2019.06.18)
Daptomycin,Hydrogen Bond Donor Count,22,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Daptomycin,Hydrogen Bond Acceptor Count,28,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Daptomycin,Rotatable Bond Count,35,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Daptomycin,Exact Mass,1619.710366 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Daptomycin,Monoisotopic Mass,1619.710366 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Daptomycin,Topological Polar Surface Area,702 Å²,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Daptomycin,Heavy Atom Count,115,Computed by PubChem
Daptomycin,Formal Charge,0,Computed by PubChem
Daptomycin,Complexity,3480,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Daptomycin,Isotope Atom Count,0,Computed by PubChem
Daptomycin,Defined Atom Stereocenter Count,13,Computed by PubChem
Daptomycin,Undefined Atom Stereocenter Count,0,Computed by PubChem
Daptomycin,Defined Bond Stereocenter Count,0,Computed by PubChem
Daptomycin,Undefined Bond Stereocenter Count,0,Computed by PubChem
Daptomycin,Covalently-Bonded Unit Count,1,Computed by PubChem
Daptomycin,Compound Is Canonicalized,Yes,Computed by PubChem (release 2019.01.04)
Malacidin B,Molecular Weight,1263.4 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Malacidin B,XLogP3-AA,-2,Computed by XLogP3 3.0 (PubChem release 2019.06.18)
Malacidin B,Hydrogen Bond Donor Count,16,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Malacidin B,Hydrogen Bond Acceptor Count,21,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Malacidin B,Rotatable Bond Count,23,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Malacidin B,Exact Mass,1262.639433 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Malacidin B,Monoisotopic Mass,1262.639433 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Malacidin B,Topological Polar Surface Area,507 Å²,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Malacidin B,Heavy Atom Count,89,Computed by PubChem
Malacidin B,Formal Charge,0,Computed by PubChem
Malacidin B,Complexity,2650,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Malacidin B,Isotope Atom Count,0,Computed by PubChem
Malacidin B,Defined Atom Stereocenter Count,10,Computed by PubChem
Malacidin B,Undefined Atom Stereocenter Count,5,Computed by PubChem
Malacidin B,Defined Bond Stereocenter Count,2,Computed by PubChem
Malacidin B,Undefined Bond Stereocenter Count,0,Computed by PubChem
Malacidin B,Covalently-Bonded Unit Count,1,Computed by PubChem
Malacidin B,Compound Is Canonicalized,Yes,Computed by PubChem (release 2019.01.04)
Malacidin A,Molecular Weight,1249.4 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Malacidin A,XLogP3-AA,-2.5,Computed by XLogP3 3.0 (PubChem release 2019.06.18)
Malacidin A,Hydrogen Bond Donor Count,16,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Malacidin A,Hydrogen Bond Acceptor Count,21,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Malacidin A,Rotatable Bond Count,22,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Malacidin A,Exact Mass,1248.623783 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Malacidin A,Monoisotopic Mass,1248.623783 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Malacidin A,Topological Polar Surface Area,507 Å²,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Malacidin A,Heavy Atom Count,88,Computed by PubChem
Malacidin A,Formal Charge,0,Computed by PubChem
Malacidin A,Complexity,2630,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Malacidin A,Isotope Atom Count,0,Computed by PubChem
Malacidin A,Defined Atom Stereocenter Count,10,Computed by PubChem
Malacidin A,Undefined Atom Stereocenter Count,4,Computed by PubChem
Malacidin A,Defined Bond Stereocenter Count,2,Computed by PubChem
Malacidin A,Undefined Bond Stereocenter Count,0,Computed by PubChem
Malacidin A,Covalently-Bonded Unit Count,1,Computed by PubChem
Malacidin A,Compound Is Canonicalized,Yes,Computed by PubChem (release 2019.01.04)
FSL-1,Molecular Weight,1666.2 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
FSL-1,XLogP3-AA,6.4,Computed by XLogP3 3.0 (PubChem release 2019.06.18)
FSL-1,Hydrogen Bond Donor Count,14,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
FSL-1,Hydrogen Bond Acceptor Count,23,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
FSL-1,Rotatable Bond Count,69,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
FSL-1,Exact Mass,1665.019075 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
FSL-1,Monoisotopic Mass,1665.019075 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
FSL-1,Topological Polar Surface Area,524 Å²,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
FSL-1,Heavy Atom Count,117,Computed by PubChem
FSL-1,Formal Charge,0,Computed by PubChem
FSL-1,Complexity,2940,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
FSL-1,Isotope Atom Count,0,Computed by PubChem
FSL-1,Defined Atom Stereocenter Count,9,Computed by PubChem
FSL-1,Undefined Atom Stereocenter Count,1,Computed by PubChem
FSL-1,Defined Bond Stereocenter Count,0,Computed by PubChem
FSL-1,Undefined Bond Stereocenter Count,0,Computed by PubChem
FSL-1,Covalently-Bonded Unit Count,1,Computed by PubChem
FSL-1,Compound Is Canonicalized,Yes,Computed by PubChem (release 2019.01.04)
CTK8H2321,Molecular Weight,737 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
CTK8H2321,XLogP3,6.1,Computed by XLogP3 3.0 (PubChem release 2019.06.18)
CTK8H2321,Hydrogen Bond Donor Count,6,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
CTK8H2321,Hydrogen Bond Acceptor Count,8,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
CTK8H2321,Rotatable Bond Count,27,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
CTK8H2321,Exact Mass,736.509863 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
CTK8H2321,Monoisotopic Mass,736.509863 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
CTK8H2321,Topological Polar Surface Area,203 Å²,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
CTK8H2321,Heavy Atom Count,52,Computed by PubChem
CTK8H2321,Formal Charge,0,Computed by PubChem
CTK8H2321,Complexity,1150,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
CTK8H2321,Isotope Atom Count,0,Computed by PubChem
CTK8H2321,Defined Atom Stereocenter Count,0,Computed by PubChem
CTK8H2321,Undefined Atom Stereocenter Count,4,Computed by PubChem
CTK8H2321,Defined Bond Stereocenter Count,0,Computed by PubChem
CTK8H2321,Undefined Bond Stereocenter Count,0,Computed by PubChem
CTK8H2321,Covalently-Bonded Unit Count,1,Computed by PubChem
CTK8H2321,Compound Is Canonicalized,Yes,Computed by PubChem (release 2019.01.04)
Macrophage-activating lipopeptide-2,Molecular Weight,2135.6 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Macrophage-activating lipopeptide-2,XLogP3-AA,-2.6,Computed by XLogP3 3.0 (PubChem release 2019.06.18)
Macrophage-activating lipopeptide-2,Hydrogen Bond Donor Count,25,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Macrophage-activating lipopeptide-2,Hydrogen Bond Acceptor Count,34,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Macrophage-activating lipopeptide-2,Rotatable Bond Count,92,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Macrophage-activating lipopeptide-2,Exact Mass,2135.188051 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Macrophage-activating lipopeptide-2,Monoisotopic Mass,2134.184696 g/mol,Computed by PubChem 2.1 (PubChem release 2019.06.18)
Macrophage-activating lipopeptide-2,Topological Polar Surface Area,853 Å²,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Macrophage-activating lipopeptide-2,Heavy Atom Count,149,Computed by PubChem
Macrophage-activating lipopeptide-2,Formal Charge,0,Computed by PubChem
Macrophage-activating lipopeptide-2,Complexity,4140,Computed by Cactvs 3.4.6.11 (PubChem release 2019.06.18)
Macrophage-activating lipopeptide-2,Isotope Atom Count,0,Computed by PubChem
Macrophage-activating lipopeptide-2,Defined Atom Stereocenter Count,15,Computed by PubChem
Macrophage-activating lipopeptide-2,Undefined Atom Stereocenter Count,0,Computed by PubChem
Macrophage-activating lipopeptide-2,Defined Bond Stereocenter Count,0,Computed by PubChem
Macrophage-activating lipopeptide-2,Undefined Bond Stereocenter Count,0,Computed by PubChem
Macrophage-activating lipopeptide-2,Covalently-Bonded Unit Count,1,Computed by PubChem
Macrophage-activating lipopeptide-2,Compound Is Canonicalized,Yes,Computed by PubChem (release 2019.01.04)
